customer_id,transaction_date,amount
CUST_101,2026-04-10,24.65
CUST_073,2026-06-22,21.83
CUST_017,2026-05-16,298.46
CUST_009,2026-08-09,142.75
CUST_143,2026-04-29,222.13
CUST_038,2026-02-22,263.41
CUST_094,2026-07-02,111.77
CUST_095,2026-02-01,97.44
CUST_049,2026-02-20,77.54
CUST_069,2026-02-13,55.74
CUST_062,2026-03-23,78.43
CUST_078,2026-07-17,188.4
CUST_117,2026-05-26,120.53
CUST_120,2026-07-30,277.66
CUST_137,2026-05-30,80.3
CUST_076,2026-02-06,122.1
CUST_035,2026-04-06,129.74
CUST_001,2026-02-25,117.49
CUST_040,2026-04-15,155.53
CUST_064,2026-02-28,42.53
CUST_150,2026-05-11,96.18
CUST_060,2026-06-05,23.21
CUST_064,2026-07-21,68.24
CUST_093,2026-02-04,90.25
CUST_072,2026-07-08,136.74
CUST_011,2026-04-03,370.77
CUST_105,2026-07-01,120.15
CUST_014,2026-07-10,173.32
CUST_060,2026-07-26,94.69
CUST_030,2026-04-07,130.65
CUST_035,2026-05-15,18.83
CUST_005,2026-03-17,45.23
CUST_083,2026-02-18,63.9
CUST_123,2026-04-04,86.75
CUST_078,2026-08-01,15.61
CUST_062,2026-06-08,28.1
CUST_132,2026-07-05,48.89
CUST_089,2026-07-08,437.08
CUST_042,2026-01-24,58.3
CUST_089,2026-05-28,88.94
CUST_146,2026-02-06,36.19
CUST_040,2026-01-04,123.23
CUST_072,2026-08-08,49.53
CUST_039,2026-04-18,37.83
CUST_104,2026-05-06,97.22
CUST_014,2026-01-20,10.66
CUST_032,2026-07-07,10.92
CUST_125,2026-06-01,39.67
CUST_097,2026-02-19,14.49
CUST_023,2026-06-26,23.72
CUST_063,2026-06-28,59.65
CUST_143,2026-04-06,204.69
CUST_145,2026-04-15,111.85
CUST_053,2026-06-13,96.26
CUST_104,2026-04-27,51.69
CUST_104,2026-04-08,332.16
CUST_039,2026-03-07,70.7
CUST_134,2026-03-20,20.93
CUST_067,2026-06-11,125.19
CUST_135,2026-06-13,24.5
CUST_042,2026-01-06,60.82
CUST_015,2026-02-08,94.97
CUST_111,2026-06-19,258.79
CUST_033,2026-04-25,91.64
CUST_038,2026-07-05,155.38
CUST_097,2026-05-05,602.32
CUST_033,2026-01-12,26.92
CUST_086,2026-05-11,48.55
CUST_066,2026-01-18,70.22
CUST_010,2026-02-09,75.75
CUST_005,2026-01-21,73.52
CUST_123,2026-05-23,295.81
CUST_074,2026-08-13,160.23
CUST_097,2026-04-09,122.35
CUST_118,2026-01-26,54.42
CUST_038,2026-01-08,218.33
CUST_141,2026-04-10,382.29
CUST_047,2026-08-10,216.58
CUST_109,2026-03-28,10.19
CUST_015,2026-02-11,131.4
CUST_136,2026-06-21,16.3
CUST_005,2026-01-14,45.75
CUST_047,2026-03-19,17.36
CUST_068,2026-01-02,121.1
CUST_076,2026-04-29,149.23
CUST_130,2026-02-06,24.59
CUST_095,2026-03-10,68.11
CUST_115,2026-06-15,83.11
CUST_036,2026-02-10,65.26
CUST_026,2026-03-03,25.48
CUST_043,2026-03-01,75.15
CUST_027,2026-05-05,176.92
CUST_069,2026-04-21,18.84
CUST_148,2026-01-14,20.03
CUST_011,2026-08-05,62.58
CUST_074,2026-03-25,351.11
CUST_104,2026-05-10,142.52
CUST_038,2026-03-11,146.23
CUST_134,2026-05-25,63.91
CUST_023,2026-05-03,118.07
CUST_047,2026-03-30,11.22
CUST_090,2026-01-28,131.3
CUST_046,2026-03-07,303.42
CUST_107,2026-06-12,123.79
CUST_140,2026-01-05,258.29
CUST_141,2026-07-12,164.47
CUST_104,2026-06-17,25.42
CUST_111,2026-07-23,289.29
CUST_104,2026-07-03,18.25
CUST_060,2026-06-13,101.62
CUST_100,2026-02-14,28.4
CUST_068,2026-05-31,11.41
CUST_133,2026-02-16,75.79
CUST_120,2026-01-31,51.95
CUST_037,2026-05-19,89.86
CUST_072,2026-01-10,113.3
CUST_127,2026-07-14,15.37
CUST_106,2026-04-28,25.75
CUST_092,2026-01-14,108.15
CUST_031,2026-03-21,60.44
CUST_122,2026-07-21,166.75
CUST_137,2026-04-03,136.77
CUST_051,2026-01-10,234.19
CUST_029,2026-03-17,151.51
CUST_040,2026-04-04,77.44
CUST_041,2026-04-15,144.12
CUST_011,2026-01-01,48.65
CUST_001,2026-05-13,53.89
CUST_046,2026-01-20,196.7
CUST_101,2026-01-08,80.96
CUST_149,2026-06-20,202.16
CUST_090,2026-07-23,217.4
CUST_110,2026-01-01,243.86
CUST_057,2026-02-26,308.14
CUST_001,2026-03-05,77.66
CUST_063,2026-04-28,56.08
CUST_055,2026-07-31,114.73
CUST_115,2026-01-28,65.67
CUST_143,2026-05-01,120.28
CUST_149,2026-04-17,156.73
CUST_053,2026-06-14,149.93
CUST_137,2026-06-24,66.31
CUST_057,2026-07-23,31.91
CUST_117,2026-06-14,77.57
CUST_035,2026-02-18,28.46
CUST_063,2026-04-30,274.98
CUST_025,2026-02-13,60.94
CUST_090,2026-02-25,30.13
CUST_075,2026-06-05,13.09
CUST_038,2026-04-21,134.55
CUST_130,2026-07-26,131.57
CUST_135,2026-05-14,59.97
CUST_091,2026-04-18,18.93
CUST_017,2026-07-08,73.24
CUST_128,2026-05-28,54.74
CUST_108,2026-04-24,145.66
CUST_025,2026-03-19,121.7
CUST_088,2026-05-10,64.42
CUST_029,2026-07-20,39.49
CUST_063,2026-02-06,541.1
CUST_150,2026-01-20,82.62
CUST_114,2026-01-26,149.88
CUST_049,2026-01-29,28.18
CUST_081,2026-01-01,89.77
CUST_084,2026-04-29,13.35
CUST_105,2026-02-04,94.49
CUST_148,2026-07-17,408.97
CUST_118,2026-02-28,68.18
CUST_086,2026-03-10,14.77
CUST_063,2026-06-10,13.77
CUST_104,2026-06-28,68.92
CUST_049,2026-07-25,30.93
CUST_071,2026-01-12,12.84
CUST_001,2026-01-20,179.38
CUST_141,2026-06-30,83.61
CUST_123,2026-08-04,50.97
CUST_062,2026-02-12,286.41
CUST_032,2026-05-06,24.81
CUST_029,2026-08-05,384.61
